,fileid,p,alpha,q,r,k,tau,m0,b0,error,p_tilde,q_tilde,alpha_tilde,r_tilde,k_tilde,tau_tilde
37,1329803,0.09055794039012754,0.0030073710559148092,0.06699329571453505,0.05435891422280559,-0.07281456223109606,15.864101846276583,0.9612507515123063,0.9785438241182616,0.021184585231150216,1.0,0.7397837829120784,0.03380680020820747,0.5896586162074549,-0.7868138328914739,1.4366203893380272
38,1379193,0.10040009670345174,0.011951614877505512,0.8645133646284799,0.8302529352240849,1.0733193807520824,36.04872620326418,1.1495383891968594,0.9986899450675149,0.01988597516404414,1.0,8.610682589101113,0.10341883881884752,9.518512628166487,10.676416742598057,3.6192955968439784
39,2548142,0.1043576818216056,0.01685104959934841,0.7979324040796383,0.6513124761299125,-0.02046404310088623,23.072816885618444,0.9991773137152293,0.9807910907528824,0.01676853073777826,0.9999999999999999,7.64613002273915,0.15850263301289552,6.35815376688244,-0.19232844965301665,2.407825683277539
40,557797,0.060480954394052766,0.03006854933133135,0.3195323658948368,0.17245847020908117,-2.1949049598062356,62.45295013811023,1.059135545829875,1.0800527528048243,0.024041987685114573,1.0,5.283189875162704,0.5069758413316859,2.7962272851756906,-39.19602737315262,3.777214029077096
41,639077,0.06891692056350279,0.014010336355117503,0.21461973995142003,0.20526011968803703,-0.004295193945914599,31.085608288521705,1.0,1.0,0.030329265778811676,1.0,3.1141806423817333,0.20329312802373142,2.9783704496619547,-0.06232422909779953,2.1423243970882146
42,2276216,0.07984262608757398,0.007261969659629275,0.2856378499248296,0.06314620290777762,1.2208383626311803,52.847167504808596,0.9777077326931158,1.0027745583419554,0.015283312692286671,1.0,3.5775107097746606,0.09328544210047045,0.771113259835481,15.332983268256076,4.219456634873823
43,1923476,0.11092852388783897,0.00934396311574126,0.565476563680845,0.2930473199550578,2.1700514227703582,54.434192451274996,1.0489725500266422,1.0178013895348235,0.020082024923361735,1.0,5.097665991234179,0.08173099713520592,2.7226737491113413,19.910851384725113,6.038304617646482
44,1469511,0.08970289900988687,0.033952611711496494,0.8983702760471448,0.7527085909227808,-0.35807273487327373,31.830380690856053,0.8735176661911846,0.9923342062081922,0.02679133762595922,1.0,10.014952537354766,0.4299846750789152,7.38642214806652,-3.961163207067623,2.8552774245581136
45,27145,0.07968436346646429,0.0034389841189648163,0.14448393077152083,0.09495352080878144,-0.6688334135882523,52.182630974560674,0.9040049837325911,0.7713053266291574,0.015233376443392541,0.9999999999999999,1.8132030487051312,0.036822440441923295,1.3966335132767451,-6.473977479223896,4.158139733213271
46,787365,0.08541305832536511,0.01355257898639578,0.058103329816703075,0.01037973144745108,0.18840077364717267,75.5133632347887,1.0,1.0,0.029059888300070454,1.0,0.6802628421917558,0.15867104225175685,0.12152394084650885,2.2057607740668304,6.449827298317488
47,1725527,0.15298445866794308,0.025145389006375973,0.3336482735448024,0.2684948236136855,0.282594752517602,12.02728485424251,1.0069871021819743,0.9924429744131342,0.027115889250369066,1.0,2.1809292032009284,0.16199167581226917,1.7807663868161665,1.833252731578812,1.8399876626714409
48,2455657,0.06113213008186569,0.0022825574009527894,0.113567416603713,0.09298643989250988,0.31014116354271426,89.6472359010937,1.0,1.0,0.02700638940320727,1.0,1.8577369453939867,0.03733809696956544,1.5210731209265274,5.0732922789928265,5.480326486585359
49,726763,0.07556132585363029,0.021080304161684715,0.938034583673383,0.938589526160813,0.07523148903936683,12.000096159604297,0.9849909815842561,1.0,0.030520767291962753,1.0,12.41421551403754,0.28323378033997926,12.235124360690715,0.9956348461261468,0.9067431761907577
50,1450553,0.07629558612420251,0.004582951272960656,0.34569878124226516,0.3948051632292353,0.5133246329266816,63.696746175600715,1.0418114340030897,0.8135734930736442,0.021758393260054253,1.0,4.5310456188054955,0.04690871075468105,6.626370868366686,5.473807016975346,4.859780583672011
51,1498184,0.07972105184894862,0.02327188078656056,0.7443477964675853,0.6918339411509032,-3.1277166030440706,83.75803123562977,0.9173756134448717,1.0256889721127964,0.026077359006105163,1.0,9.336903856686908,0.3263825703897105,7.761762492381466,-40.241120171305276,6.677278350901499
52,1716722,0.13409131000448776,0.006902237178180115,0.09405510856176397,0.03259157952732605,0.10472560036209666,28.362314972840622,1.0473812067229933,0.9835091112586984,0.01953768874289975,1.0,0.7014258310893982,0.04833512605842131,0.2588398649506067,0.7681227227529671,3.8031399694680967
53,1134152,0.10765287915209498,0.005618204955904482,0.14313449835922537,0.08921020359831122,0.7730755026858782,127.04182946771243,1.0566244465608243,0.972955508984078,0.023014690366329492,1.0,1.3295928495976495,0.04805562788349263,0.8999462138356408,6.986975872109993,13.676418714948706
54,1259515,0.09646374965011412,0.0065045166366587415,0.21227848812940558,0.16201346445912035,0.45184025520581983,45.79888442446173,1.0755974702736935,0.9680167455195064,0.021780964450752012,1.0,2.2006037387035624,0.06068536765909665,1.8661814644027601,4.534231096401544,4.417932121375787
55,2533710,0.08850915824695188,0.014811773761791824,0.2234612100813242,0.2597599771743189,-1.9042880019122088,139.83581103052336,0.7510427965578017,0.8383065005631242,0.018144496552786948,1.0,2.52472415857621,0.18679145639331057,2.6293347315528433,-18.036291865902413,12.376749927091451
56,2272171,0.1907684337106318,0.05034854774979286,0.94274932271916,0.9409752132378,0.9846400135585687,12.117738078858679,0.7566083271410715,0.976428233077414,0.02354006975623222,1.0,4.941851774854822,0.34060392315011584,3.8221036293713775,5.039776707055558,2.3116819134195503
57,1169900,0.12207262877492026,0.024894461302506332,0.9942373973478296,0.8515992518455052,2.323843318695804,62.67621799180961,0.8625724974215347,1.0165834859363465,0.02859199977196472,0.9999999999999999,8.144638215181084,0.24034322232416067,5.91928881419458,19.352255828335355,7.651050691930153
58,408769,0.08946595112780403,0.013384489366621732,0.19379876751677716,0.03537787344791954,0.5164692086380906,59.145583503774446,1.093973827169505,1.1883059108242995,0.016896862304654064,1.0,2.1661734444641567,0.1625044840807291,0.3640429417559343,6.8598545664224195,5.291515883174137
59,549189,0.06773191172464738,0.008005652070285807,0.04327846805107616,0.01133897559839675,-0.020228230325186614,117.5230883973768,1.0059495509166112,0.8763672888251768,0.032439532263573524,1.0,0.6389671714422803,0.10297062185382874,0.19216333588742374,-0.26172831854920314,7.960063448939056
60,1718747,0.06798441256551518,0.021488816731605298,0.93413001729911,0.9187613269858823,-0.3211892832626406,26.473543488947186,0.9869066161538075,1.0059988466395715,0.034700290868742406,1.0,13.740355796983728,0.322199287021411,13.257814394018924,-4.752796064889533,1.7997883026236938
61,1379191,0.047741338273382505,0.015952291249700268,0.24542050394109033,0.13563394390949013,-0.1434454895392523,115.92595068229599,1.0132865018236419,0.993349884040335,0.03041105870966663,1.0,5.140628914416523,0.3275657374523959,2.898036248186488,-2.984657857389169,5.53446002618695
62,2210159,0.08380968048721399,0.003722420576072638,0.08062897938921204,0.035940353481292986,0.10371408500918333,61.9192034973574,1.0720404407848882,0.9357790182196362,0.02138010522633239,1.0,0.9620485237563076,0.038769784754892754,0.49127653865099347,1.1580221292007902,5.189428661136307
63,1688122,0.1326254703259751,0.01621705218338093,0.07934076243181992,0.006592586503031683,0.39696811206483273,64.5454149816788,1.0248287229136068,0.9747487766571928,0.021660665891217883,1.0,0.598231713989864,0.11630178680193046,0.05226217622754168,2.9175706646397237,8.56036601933039
64,1378891,0.05644722324255286,0.028139297913382988,0.38018365308031227,0.1597605537852837,-0.2235076591507268,48.6480209217651,0.8087387033574678,1.0795266407374706,0.027265350304564562,1.0,6.735205582153598,0.665419941025611,2.120322087092712,-4.274479037264466,2.7460456972792566
65,2455705,0.09138960071645846,0.0029790343658695484,0.1066107215129764,0.0641482663328014,0.49642278115540117,97.76026931669111,1.054864785322833,0.97626876001298,0.022255938221534398,1.0,1.1665520001968535,0.030168334254588095,0.75843007420062,5.303032830884211,8.934271978785846
66,1320063,0.10444918351704241,0.02222041554376053,0.9176009183537035,0.9291620076951379,1.3538431601059342,96.1929017854514,0.7502357993518578,1.0845547489394007,0.03059244698229718,1.0,8.785142089731927,0.30753944308506487,6.153648673212471,14.05771667303114,10.04727005162545
67,2410860,0.1140290839196314,0.0031847114765444218,0.12170939568714034,0.05427761958079097,0.3243212666449602,44.864417233125266,1.0079544553587485,0.9633189310747795,0.017810914272317215,1.0,1.067353972368331,0.02669215535167008,0.4980534711931187,2.7398695593261193,5.115848397681399
68,1978943,0.0982744157984482,0.0011628536744155427,0.5546828067156727,0.6182514113247478,2.8458940529158583,116.73444731344239,0.8030579004995035,0.9667040979723195,0.0174400634663649,1.0,5.644223903129338,0.014243978165686831,5.226102761535912,27.994442103742887,11.472009613283282
69,742171,0.07255217628271415,0.0081124047191094,0.8878629143275816,0.8553586379058287,0.4029057208394615,32.743288098301306,0.866342465762983,1.035263917039525,0.020958544524075244,1.0,12.23757797240768,0.13361666859092444,9.865891313962452,5.749155657695597,2.3755968101836524
70,701086,0.09960553910833553,0.017426669631260217,0.5967354926629432,0.6143025990780149,-4.084070594666239,51.687666399384156,1.1691470080489772,0.9284170525081656,0.020694481514898756,1.0,5.990987027477523,0.1389328336943657,7.766491590314267,-38.06736871943689,5.148377876962459
71,7003,0.05913474273197866,0.0023007997592611185,0.18520009085714506,0.08258369674177873,0.6555812191043753,88.67344795169899,0.9749568020697652,1.004283810159027,0.023188323363458403,0.9999999999999999,3.1318321903680704,0.040078106915766396,1.3557528305732374,11.133718930255876,5.24368153178122
72,1789155,0.061743720662418566,0.005192806734515998,0.3769622678137096,0.400884581966254,0.10149493755130745,69.51382063464601,0.9704431736657522,0.9976845444988985,0.02662206129300587,1.0,6.10527295358076,0.08646343755845354,6.315437218071898,1.6400037032665253,4.292041923443051
73,496732,0.04309607725273973,0.00796365599753357,0.8610849429176781,0.865218869787916,-0.07261266475864225,70.52267035790425,1.008606466763186,0.959199047464754,0.03367763514154305,1.0,19.980587510733052,0.17573640632331555,21.110632768141635,-1.6161563490314965,3.0392504498137396
74,2017290,0.12249505798530469,0.028527196079242922,0.9871795134549192,0.9758411001285914,1.6654037248655573,37.07229583740781,0.9993655818405713,0.9957763969798754,0.029466475302285702,1.0,8.058933394466802,0.23204806926536203,7.99508523971907,13.538258179055987,4.541173028251639
75,972778,0.07677132039459866,0.008750631545508591,0.9487413622022238,0.8552796427615569,2.389147874207609,133.55365819508054,1.1064250496999821,0.9904830087568055,0.02896151362990181,1.0,12.358018037540143,0.10203881767110201,12.444690349712747,30.824145822253822,10.253090683165246
76,1329308,0.12065653783326713,0.008194231495082416,0.19770627303231686,0.20053219672254746,0.7895269717772657,129.50224204966864,1.0283664591498394,0.982549158011837,0.028358438781245665,0.9999999999999999,1.6385873205273236,0.06488790523247964,1.7395097508791484,6.429399312115021,15.625292167358763
77,2146683,0.06248423742597364,0.03295568933581794,0.9564518563551176,0.745010251316344,-2.5807185595842883,42.87981251975254,1.0853855545166162,0.9806453334084195,0.035005649408554745,0.9999999999999999,15.307090167952289,0.47652737556773156,13.196654478951777,-40.502528582429846,2.679312386265455
78,786926,0.10836952534682093,0.03794333958920765,0.13326249142560864,0.08348805813753651,-0.17978375726320772,109.62123400268877,1.1759755371156426,1.005043615084581,0.03306612595778488,1.0,1.229704485639495,0.2992368007534173,0.90142701073675,-1.6673554373799213,11.879601096804167
79,701385,0.09557543575349542,0.01165722898104432,0.08222269449851216,0.034979650146627184,0.14430370441504303,78.58778493873072,1.0753210313397936,0.9396642476316339,0.019434026681260427,1.0,0.8602910763658755,0.10658193577999141,0.4188269426227451,1.4187435377155473,7.511061790421174
80,2422926,0.05912018411060316,0.0018841696741447311,0.08397306531679366,0.07283959927847428,-0.12824688327433997,16.60981617302933,1.1307854885144688,0.9121230664435765,0.031243403918445965,0.9999999999999999,1.4203789548370698,0.025707357893781924,1.527420298840664,-1.9786295018158218,0.981975390192768
81,2295471,0.08108275624666894,0.008547028050662542,0.4282927969134238,0.5105412128257285,0.4193424566580495,69.29390051019007,0.9451700927865374,0.9827617027974542,0.027009980278800933,1.0,5.282168697009718,0.10960361512693047,6.05569578191521,5.08263070765386,5.61854044444867
82,2599036,0.138424155172522,0.008676880904803952,0.16121827812103773,0.05651220195566026,0.494514248296527,23.648937568935487,0.9237491054604574,0.8574989859333875,0.018720937170637393,1.0,1.1646686802610915,0.05818771985003209,0.43979548213156666,3.0633776736103844,3.273584203707611
83,2666875,0.07756036714958936,0.0010122073345088523,0.19880927423887457,0.23138075784147694,0.1317452850498424,44.25563800791567,1.0637243367496128,0.8727473154857733,0.02831365692207511,1.0,2.5632843363858053,0.010707523834525902,3.6360341776731997,1.4824626040436002,3.432483532333261
84,1829108,0.06446190432161869,0.004249911725322186,0.9076972655131876,0.8514490567067712,2.1307222081693955,63.08625096828148,0.8363178369140165,1.008516052130945,0.023053296838071943,1.0,14.081142576620588,0.07950386351319716,10.953277279228686,33.33546491039762,4.0666598739269855
85,1717704,0.07363062297237527,0.014361719931182793,0.9138399420057348,0.9787622912109049,0.40479718995744873,31.79097026878452,0.9842907731699001,0.9856648099186565,0.038980438030232004,1.0,12.411139619837105,0.1953231933622599,13.274339361219468,5.418864178898902,2.3407889457868647
86,2547352,0.11877472357997154,0.04546672044257022,0.5424543317429182,0.2163317731989406,0.3454579549194836,39.156569006122446,1.2302334661489782,1.1719916789620233,0.019549741650260584,0.9999999999999999,4.567085617148848,0.36467550424019257,1.9118741024536157,3.4087542904216415,4.650810660042275
87,699970,0.07180159396270508,0.01044386514662704,0.03480646065770676,0.0033641909050334817,-0.07995292845680457,75.72876327069264,0.9709863097341038,1.1066673784708068,0.03155575394536774,1.0,0.4847588853777509,0.16577963214652774,0.0411095331885312,-1.2323026948721294,5.437445911660086
88,2321371,0.047591275079974515,0.007022793862196286,0.9972508822583352,0.3184677563077792,1.6063702492118015,61.021840184179,0.9544575847534451,0.9809161419188646,0.02578755417374835,1.0,20.95448967447311,0.15165538224590214,6.5112276489031515,33.10931477885776,2.904107182091505
89,2140256,0.06766895624354591,0.0068831370943454595,0.04744601506151047,0.00524667567058279,0.2344051151822435,110.47513466421992,1.013841386509742,0.8999193754436134,0.030304115381393243,1.0,0.7011489122242188,0.09028810301820508,0.08734964700315116,3.1173187317443265,7.4757370535929395
90,2595703,0.10119378952202807,0.021193601475213875,0.9966003988322186,0.9749371719213527,0.8934005651506438,32.31405166516295,0.7685955640738789,1.042773383353809,0.02482702832024588,1.0,9.848434410248828,0.28414692960230814,7.1011830179205235,9.206240169605925,3.2699813428084403
91,700003,0.07149128749782407,0.02624437705327337,0.17281593964939934,0.19404740930073983,-1.1783400018418044,87.25720117911587,1.0550953176820534,0.8850931725032594,0.035255657830631656,1.0,2.4173007047139725,0.3079501678749932,3.2356194363037716,-14.588360722268463,6.238129655751646
92,1717597,0.056150975725706376,0.005325401273930663,0.8757638651464973,0.9177751636874959,2.223284884861789,120.3872060222175,0.9956149938022515,0.983130220058752,0.03725741529993421,1.0,15.596592113101348,0.09365148064679184,16.552339141988533,38.92681346776313,6.759859083039147
93,1492696,0.08102202724858953,0.04235277712722674,0.051397647329754936,0.010602123971764632,0.03218237855357797,58.849958346905794,1.0445505366147283,0.47852334436080296,0.0392065888348057,1.0,0.6343663454884695,0.23947074219721065,0.28563807654245565,0.19007200804410387,4.76814292876136
94,2547518,0.084205599631892,0.001110348893413049,0.05361685905267022,0.05951177853232381,-0.13507419596584191,21.247940411603857,1.1765048706703356,0.9433322721650035,0.02609408388621435,1.0,0.6367374531748289,0.010572786295500125,0.8814364256233821,-1.513199226041253,1.7891955633018128
95,1204854,0.10391152497338974,0.0018634011525266447,0.14210472872157376,0.1277685508242129,0.48499128782328427,96.56103499237977,1.228383046666896,0.8780317607191436,0.023354009819735143,1.0,1.3675550306663746,0.012817964165770123,1.720219390332926,4.098080116618192,10.033804399067032
96,1049654,0.08289742354064605,0.008184088639471343,0.9492580083990655,0.9262124635509152,2.814055470763037,55.396195641452536,0.8850703617698272,0.9635110428373779,0.03763961539807983,1.0,11.450995312702664,0.10747518225275499,10.263386626019518,32.70757287055717,4.592201892629982
97,2557438,0.1273624377506834,0.021687303914325218,0.6817234894318377,0.6793818242346783,0.3879641972575154,13.560217400240518,0.9255715509274464,1.0082218241906844,0.024583091961741254,1.0,5.352625950567436,0.18548564269899254,4.896958958027608,3.0711878446088225,1.7270623445238669
98,2596486,0.07141382627300885,0.021187927346609625,0.9043183025753406,0.838989238952708,0.23147238604302345,35.60335905954435,0.917091138808396,1.0313207563826783,0.04041238780256062,1.0,12.663070301235651,0.3336471608694705,10.447029631883849,3.3428019294608267,2.542572098613856
99,1075091,0.08028458302060343,0.004543051740267923,0.4734470213226846,0.49054263196605274,0.40540149127397784,46.6053727614034,1.1997725670203225,0.8217309184657499,0.021604768813559338,1.0,5.897110049150831,0.03875664968270477,8.9210074136658,4.1493762219137285,3.741692918669061
100,1834623,0.06160858112271034,0.011037425274530777,0.7924632673545987,0.80000096075199,1.0584450183262262,44.75273818590206,0.9285577142170666,0.9956543411402856,0.038038248746873685,1.0,12.862871582388685,0.1920995107372804,12.110152506758542,17.105496639433962,2.7571527009895633
101,1801564,0.06754146281026097,0.0018500910760355094,0.45529497378187767,0.3857515070754822,0.531681030057376,30.71013536030329,1.0444803661732203,0.9636873210228181,0.03613638151797993,1.0,6.740969988478082,0.025273099690381377,6.190151876752912,7.5860700401769305,2.0742074653360048
102,155911,0.07566943799559839,0.004066096957596188,0.614336436228391,0.6371323868258529,0.9720951944521139,49.16149168573518,0.9975321122666089,0.9961411045107653,0.029096526649496943,1.0,8.118686387813879,0.05366006540963978,8.43170100156689,12.79702884468976,3.720022446884864
